|6.6.6
continental_crust_1.tab                                                                             
           2
T(K)    
   273.00000000000000     
   19.576923076923077     
          79
P(bar)  
   1.0000000000000000     
   1282.0384615384614     
          79
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  938.615        65385.0        3310.24       0.220227E-004   1166.50        7.50987        3.60762      -0.109129E+008
  958.192        65385.0        3304.87       0.220689E-004   1171.77        7.49820        3.60202      -0.109049E+008
  977.769        65385.0        3306.75       0.221253E-004   1175.13        7.49067        3.59840      -0.108608E+008
  997.346        65385.0        3305.51       0.221723E-004   1179.09        7.48084        3.59368      -0.108315E+008
  1016.92        65385.0        3300.55       0.222152E-004   1183.79        7.46900        3.58799      -0.108207E+008
  1036.50        65385.0        3301.74       0.222616E-004   1186.85        7.46002        3.58368      -0.107787E+008
  1056.08        65385.0        3298.27       0.223045E-004   1190.91        7.44889        3.57833      -0.107605E+008
  1075.65        65385.0        3295.62       0.223465E-004   1194.66        7.43808        3.57314      -0.107377E+008
  1095.23        65385.0        3292.49       0.223724E-004   1198.60        7.42797        3.56828      -0.107182E+008
  1114.81        65385.0        3287.72       0.224052E-004   1202.99        7.41806        3.56352      -0.107078E+008
  1134.38        65385.0        3285.05       0.224556E-004   1206.52        7.40775        3.55857      -0.106852E+008
  1153.96        65385.0        3281.18       0.225006E-004   1210.19        7.39606        3.55295      -0.106682E+008
  1173.54        65385.0        3277.59       0.225457E-004   1213.70        7.38483        3.54756      -0.106499E+008
  1193.12        65385.0        3273.68       0.225891E-004   1217.18        7.37314        3.54194      -0.106330E+008
  1212.69        65385.0        3270.69       0.226400E-004   1220.33        7.36171        3.53645      -0.106113E+008
  1232.27        65385.0        3266.36       0.226780E-004   1223.74        7.34958        3.53062      -0.105961E+008
