|6.6.6
harz_wet_1.tab                                                                                      
           2
T(K)    
   273.00000000000000     
   17.012820512820515     
          79
P(bar)  
   1.0000000000000000     
   1282.0384615384614     
          79
           9
T(K)           P(bar)         rho,kg/m3      alpha,1/K      beta,1/bar     cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  1497.92        2565.08        3215.41       0.420840E-004  0.119942E-005   1285.70        6.32544        3.03864      -0.116588E+008
  1514.94        2565.08        3213.11       0.423005E-004  0.120561E-005   1287.62        6.31485        3.03356      -0.116370E+008
  1531.95        2565.08        3210.79       0.425192E-004  0.121186E-005   1289.51        6.30422        3.02845      -0.116150E+008
  1548.96        2565.08        3208.46       0.427402E-004  0.121820E-005   1291.36        6.29354        3.02332      -0.115931E+008
  1565.97        2565.08        3206.12       0.429635E-004  0.122461E-005   1293.18        6.28283        3.01817      -0.115711E+008
  1582.99        2565.08        3203.77       0.431892E-004  0.123111E-005   1294.97        6.27208        3.01301      -0.115491E+008
  1600.00        2565.08        3201.42       0.434173E-004  0.123768E-005   1296.72        6.26128        3.00782      -0.115270E+008
  273.000        3847.12        2982.05       0.213539E-004  0.165239E-005   788.323        5.69081        2.73377      -0.130724E+008
  290.013        3847.12        2980.94       0.221546E-004  0.165558E-005   827.465        5.68749        2.73218      -0.130586E+008
  307.026        3847.12        2979.79       0.228634E-004  0.165890E-005   861.955        5.68401        2.73051      -0.130442E+008
  324.038        3847.12        2978.60       0.234942E-004  0.166233E-005   892.612        5.68039        2.72877      -0.130292E+008
  341.051        3847.12        2977.36       0.240585E-004  0.166590E-005   920.062        5.67660        2.72695      -0.130136E+008
  358.064        3847.12        2976.14       0.245667E-004  0.166950E-005   944.842        5.67274        2.72509      -0.129978E+008
  375.077        3847.12        2974.86       0.250264E-004  0.167323E-005   967.321        5.66874        2.72317      -0.129815E+008
  392.090        3847.12        2973.55       0.254445E-004  0.167705E-005   987.830        5.66463        2.72120      -0.129647E+008
  409.103        3847.12        2972.19       0.258268E-004  0.168097E-005   1006.62        5.66042        2.71918      -0.129475E+008
  426.115        3847.12        2970.86       0.261785E-004  0.168491E-005   1023.96        5.65615        2.71713      -0.129301E+008
  443.128        3847.12        2969.50       0.265035E-004  0.168893E-005   1040.00        5.65180        2.71504      -0.129125E+008
  460.141        3847.12        2968.11       0.268050E-004  0.169303E-005   1054.88        5.64738        2.71291      -0.128945E+008
  477.154        3847.12        2966.70       0.270862E-004  0.169719E-005   1068.75        5.64289        2.71075      -0.128762E+008
  494.167        3847.12        2965.26       0.273495E-004  0.170142E-005   1081.70        5.63833        2.70857      -0.128577E+008
  511.179        3847.12        2963.79       0.275970E-004  0.170573E-005   1093.84        5.63372        2.70635      -0.128388E+008
  528.192        3847.12        2962.33       0.278309E-004  0.171006E-005   1105.26        5.62907        2.70412      -0.128199E+008
  545.205        3847.12        2960.85       0.280525E-004  0.171445E-005   1116.01        5.62436        2.70186      -0.128007E+008
  562.218        3847.12        2959.36       0.282635E-004  0.171889E-005   1126.18        5.61963        2.69958      -0.127813E+008
  579.231        3847.12        2957.86       0.284648E-004  0.172338E-005   1135.80        5.61485        2.69729      -0.127618E+008
  596.244        3847.12        2956.37       0.286579E-004  0.172788E-005   1144.94        5.61004        2.69498      -0.127422E+008
  613.256        3847.12        2954.84       0.288431E-004  0.173247E-005   1153.61        5.60519        2.69265      -0.127223E+008
  630.269        3847.12        2989.80       0.324695E-004  0.146152E-005   1178.93        5.98102        2.87319      -0.126922E+008
  647.282        3847.12        2988.91       0.327060E-004  0.146102E-005   1187.41        5.98194        2.87363      -0.126716E+008
  664.295        3847.12        2988.10       0.329446E-004  0.145984E-005   1195.55        5.98380        2.87453      -0.126509E+008
  681.308        3847.12        2987.59       0.331952E-004  0.145672E-005   1203.37        5.98844        2.87675      -0.126299E+008
  698.321        3847.12        2986.83       0.334326E-004  0.145521E-005   1210.90        5.99069        2.87783      -0.126089E+008
  715.333        3847.12        2988.50       0.337998E-004  0.143712E-005   1218.44        6.01697        2.89046      -0.125869E+008
  732.346        3847.12        2987.24       0.340151E-004  0.143887E-005   1225.47        6.01435        2.88920      -0.125659E+008
  749.359        3847.12        2989.04       0.344098E-004  0.141975E-005   1232.85        6.04219        2.90257      -0.125438E+008
  766.372        3847.12        2989.70       0.347290E-004  0.140836E-005   1239.74        6.05872        2.91052      -0.125217E+008
  783.385        3847.12        2988.67       0.349629E-004  0.140841E-005   1246.18        6.05836        2.91034      -0.125003E+008
  800.397        3847.12        2989.26       0.352872E-004  0.139729E-005   1252.76        6.07446        2.91808      -0.124780E+008
  817.410        3847.12        2987.92       0.355015E-004  0.139943E-005   1258.71        6.07090        2.91636      -0.124565E+008
  834.423        3847.12        2987.64       0.357845E-004  0.139417E-005   1264.78        6.07826        2.91990      -0.124344E+008
  851.436        3847.12        3263.78       0.340443E-004  0.110946E-005   1172.46        6.51975        3.13199      -0.124237E+008
  868.449        3847.12        3298.51       0.348181E-004  0.100399E-005   1173.33        6.71513        3.22584      -0.124004E+008
  885.462        3847.12        3296.55       0.349913E-004  0.100802E-005   1178.03        6.70607        3.22149      -0.123804E+008
  902.474        3847.12        3294.58       0.351639E-004  0.101209E-005   1182.58        6.69696        3.21712      -0.123603E+008
  919.487        3847.12        3292.61       0.353363E-004  0.101621E-005   1186.99        6.68781        3.21272      -0.123402E+008
  936.500        3847.12        3290.63       0.355084E-004  0.102037E-005   1191.26        6.67863        3.20831      -0.123200E+008
  953.513        3847.12        3288.63       0.356804E-004  0.102457E-005   1195.40        6.66940        3.20388      -0.122997E+008
  970.526        3847.12        3286.63       0.358524E-004  0.102881E-005   1199.42        6.66014        3.19943      -0.122793E+008
  987.538        3847.12        3284.62       0.360246E-004  0.103310E-005   1203.33        6.65083        3.19496      -0.122588E+008
  1004.55        3847.12        3282.61       0.361970E-004  0.103743E-005   1207.12        6.64149        3.19047      -0.122383E+008
  1021.56        3847.12        3280.58       0.363698E-004  0.104181E-005   1210.81        6.63210        3.18596      -0.122178E+008
  1038.58        3847.12        3278.55       0.365430E-004  0.104623E-005   1214.40        6.62268        3.18143      -0.121971E+008
  1055.59        3847.12        3276.50       0.367167E-004  0.105070E-005   1217.90        6.61322        3.17689      -0.121765E+008
  1072.60        3847.12        3274.45       0.368910E-004  0.105522E-005   1221.30        6.60373        3.17233      -0.121557E+008
  1089.62        3847.12        3272.39       0.370659E-004  0.105978E-005   1224.62        6.59419        3.16775      -0.121349E+008
  1106.63        3847.12        3270.33       0.372416E-004  0.106439E-005   1227.85        6.58462        3.16315      -0.121140E+008
  1123.64        3847.12        3268.25       0.374182E-004  0.106905E-005   1231.00        6.57501        3.15853      -0.120931E+008
  1140.65        3847.12        3266.17       0.375956E-004  0.107376E-005   1234.07        6.56536        3.15390      -0.120721E+008
  1157.67        3847.12        3264.07       0.377739E-004  0.107852E-005   1237.07        6.55567        3.14924      -0.120511E+008
  1174.68        3847.12        3261.97       0.379533E-004  0.108333E-005   1239.99        6.54595        3.14457      -0.120301E+008
  1191.69        3847.12        3259.86       0.381337E-004  0.108819E-005   1242.85        6.53619        3.13988      -0.120089E+008
  1208.71        3847.12        3257.74       0.383153E-004  0.109310E-005   1245.64        6.52639        3.13518      -0.119878E+008
  1225.72        3847.12        3255.61       0.384981E-004  0.109807E-005   1248.37        6.51656        3.13045      -0.119666E+008
  1242.73        3847.12        3253.48       0.386821E-004  0.110309E-005   1251.04        6.50668        3.12571      -0.119453E+008
  1259.74        3847.12        3251.33       0.388674E-004  0.110816E-005   1253.64        6.49678        3.12095      -0.119240E+008
  1276.76        3847.12        3249.18       0.390540E-004  0.111329E-005   1256.19        6.48683        3.11617      -0.119026E+008
  1293.77        3847.12        3247.01       0.392421E-004  0.111848E-005   1258.69        6.47684        3.11138      -0.118812E+008
  1310.78        3847.12        3244.84       0.394316E-004  0.112373E-005   1261.13        6.46682        3.10656      -0.118598E+008
  1327.79        3847.12        3242.66       0.396227E-004  0.112903E-005   1263.51        6.45676        3.10173      -0.118383E+008
  1344.81        3847.12        3240.47       0.398153E-004  0.113439E-005   1265.85        6.44667        3.09688      -0.118168E+008
  1361.82        3847.12        3238.27       0.400095E-004  0.113981E-005   1268.14        6.43653        3.09201      -0.117953E+008
  1378.83        3847.12        3236.06       0.402053E-004  0.114530E-005   1270.38        6.42636        3.08712      -0.117737E+008
  1395.85        3847.12        3233.84       0.404029E-004  0.115084E-005   1272.57        6.41615        3.08222      -0.117520E+008
  1412.86        3847.12        3231.61       0.406022E-004  0.115645E-005   1274.72        6.40590        3.07730      -0.117304E+008
  1429.87        3847.12        3229.38       0.408034E-004  0.116213E-005   1276.83        6.39562        3.07236      -0.117087E+008
  1446.88        3847.12        3227.13       0.410064E-004  0.116787E-005   1278.89        6.38529        3.06740      -0.116869E+008
  1463.90        3847.12        3224.87       0.412114E-004  0.117367E-005   1280.92        6.37493        3.06242      -0.116651E+008
  1480.91        3847.12        3222.61       0.414183E-004  0.117955E-005   1282.90        6.36453        3.05742      -0.116433E+008
  1497.92        3847.12        3220.33       0.416272E-004  0.118549E-005   1284.84        6.35409        3.05241      -0.116215E+008
  1514.94        3847.12        3218.05       0.418382E-004  0.119151E-005   1286.75        6.34361        3.04737      -0.115996E+008
  1531.95        3847.12        3215.75       0.420513E-004  0.119760E-005   1288.62        6.33309        3.04232      -0.115777E+008
  1548.96        3847.12        3213.45       0.422665E-004  0.120376E-005   1290.46        6.32254        3.03725      -0.115558E+008
  1565.97        3847.12        3211.13       0.424840E-004  0.120999E-005   1292.26        6.31194        3.03216      -0.115338E+008
  1582.99        3847.12        3208.80       0.427038E-004  0.121630E-005   1294.02        6.30131        3.02705      -0.115118E+008
  1600.00        3847.12        3206.47       0.429259E-004  0.122269E-005   1295.75        6.29063        3.02192      -0.114898E+008
  273.000        5129.15        2988.33       0.211227E-004  0.162878E-005   787.732        5.71902        2.74733      -0.130297E+008
  290.013        5129.15        2987.23       0.219137E-004  0.163188E-005   826.913        5.71574        2.74575      -0.130159E+008
  307.026        5129.15        2986.09       0.226137E-004  0.163509E-005   861.436        5.71230        2.74410      -0.130016E+008
  324.038        5129.15        2984.91       0.232365E-004  0.163843E-005   892.120        5.70871        2.74237      -0.129866E+008
  341.051        5129.15        2983.71       0.237938E-004  0.164186E-005   919.609        5.70499        2.74059      -0.129711E+008
  358.064        5129.15        2982.47       0.242951E-004  0.164539E-005   944.399        5.70113        2.73874      -0.129552E+008
  375.077        5129.15        2981.20       0.247487E-004  0.164900E-005   966.899        5.69718        2.73684      -0.129388E+008
  392.090        5129.15        2979.90       0.251612E-004  0.165270E-005   987.425        5.69311        2.73488      -0.129221E+008
  409.103        5129.15        2978.60       0.255385E-004  0.165646E-005   1006.26        5.68896        2.73289      -0.129050E+008
  426.115        5129.15        2977.23       0.258850E-004  0.166033E-005   1023.59        5.68471        2.73085      -0.128875E+008
  443.128        5129.15        2975.90       0.262053E-004  0.166422E-005   1039.64        5.68042        2.72878      -0.128699E+008
  460.141        5129.15        2974.51       0.265024E-004  0.166820E-005   1054.53        5.67603        2.72668      -0.128519E+008
  477.154        5129.15        2973.12       0.267795E-004  0.167223E-005   1068.41        5.67159        2.72454      -0.128336E+008
  494.167        5129.15        2971.67       0.270386E-004  0.167635E-005   1081.36        5.66707        2.72237      -0.128150E+008
  511.179        5129.15        2970.27       0.272827E-004  0.168047E-005   1093.53        5.66252        2.72019      -0.127964E+008
  528.192        5129.15        2968.78       0.275125E-004  0.168472E-005   1104.93        5.65790        2.71797      -0.127772E+008
  545.205        5129.15        2967.36       0.277311E-004  0.168893E-005   1115.71        5.65326        2.71574      -0.127582E+008
